Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Cañizares, P.C., López-Morales, J.M., Pérez-Soler, S., Guerra, E., de Lara, J.","57207782517;57755369000;57200514274;14051863600;6604098453;","Measuring and Clustering Heterogeneous Chatbot Designs",2024,"ACM Transactions on Software Engineering and Methodology","33","4","90","","",0,16,"10.1145/3637228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191582142&doi=10.1145%2f3637228&partnerID=40&md5=5e2dffababd5bfebc32ef6ad65400f5d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85191582142
"Chen, J., Gu, Y., Cai, S., Chen, H., Chen, J.","56485257600;57545154300;57193957504;57219756729;57221692203;","A novel test case prioritization approach for black-box testing based on K-medoids clustering",2024,"Journal of Software Evolution and Process","36","4","e2565","","",0,6,"10.1002/smr.2565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151407809&doi=10.1002%2fsmr.2565&partnerID=40&md5=644600731d1a2f959d639c047d3bf178",Article,"Final","",Scopus,2-s2.0-85151407809
"Archibald, B., Calder, M., Sevegnani, M., Xu, M.","57195808364;35607955800;55322610500;57204183266;","Quantitative modelling and analysis of BDI agents",2024,"Software and Systems Modeling","23","2",,"343","367",0,4,"10.1007/s10270-023-01121-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169103881&doi=10.1007%2fs10270-023-01121-5&partnerID=40&md5=ab984e8ae42f3f2ae3228fe6a81fb3d5",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85169103881
"de Mello, R.R.P., de Santiago, R., Silveira, R.A., Gelaim, T.Â.","57202764344;36171557600;14048932400;56685784500;","Neural-symbolic BDI-Agent as a Multi-Context System: A case study with negotiating agent[Formula presented]",2024,"Expert Systems with Applications","238",,"121656","","",0,1,"10.1016/j.eswa.2023.121656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173159427&doi=10.1016%2fj.eswa.2023.121656&partnerID=40&md5=596ffb744a5fd224f498a622025b9e54",Article,"Final","",Scopus,2-s2.0-85173159427
"Karaduman, B., Tezel, B.T., Challenger, M.","57202966871;57170503100;55910368200;","On the impact of fuzzy-logic based BDI agent model for cyber–physical systems[Formula presented]",2024,"Expert Systems with Applications","238",,"122265","","",0,13,"10.1016/j.eswa.2023.122265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174814384&doi=10.1016%2fj.eswa.2023.122265&partnerID=40&md5=0fde057abdca7291e5b3c588e25dbf4b",Article,"Final","",Scopus,2-s2.0-85174814384
"Biagiola, M., Tonella, P.","56444473700;7003489194;","Testing of Deep Reinforcement Learning Agents with Surrogate Models",2024,"ACM Transactions on Software Engineering and Methodology","33","3","73","","",0,19,"10.1145/3631970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191729137&doi=10.1145%2f3631970&partnerID=40&md5=8b2b40e79057f526086425f0ab5623b8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85191729137
"Zhang, G., Pan, F., Yunhao, M.A.O., Tijanic, S., Dang’Ana, M., Motepalli, S., Zhang, S., Jacobsen, H.-A.","57304233400;57219646941;58865216800;58539133500;57211686791;57202041942;57219166753;7103073434;","Reaching Consensus in the Byzantine Empire: A Comprehensive Review of BFT Consensus Algorithms",2024,"ACM Computing Surveys","56","5","134","","",0,63,"10.1145/3636553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184139176&doi=10.1145%2f3636553&partnerID=40&md5=2a9230d4e4551ba33474185436414bde",Article,"Final","",Scopus,2-s2.0-85184139176
"Zabihi, Z., Eftekhari Moghadam, A.M., Rezvani, M.H.","58631949800;55885979100;19640626200;","Reinforcement Learning Methods for Computation Offloading: A Systematic Review",2024,"ACM Computing Surveys","56","1","17","","",0,101,"10.1145/3603703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165244650&doi=10.1145%2f3603703&partnerID=40&md5=66d2083d5e486c29689f8804c1f7531e",Article,"Final","",Scopus,2-s2.0-85165244650
"Dalzochio, J., Kunst, R., Barbosa, J.L.V., Neto, P.C.D.S., Pignaton, E., Ten Caten, C.S., Da Penha, A.D.L.T.","57218679098;26325510400;8375489800;58549914700;57899522700;6506619397;58549972300;","Predictive Maintenance in the Military Domain: A Systematic Review of the Literature",2024,"ACM Computing Surveys","55","13 s","267","","",0,11,"10.1145/3586100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168805585&doi=10.1145%2f3586100&partnerID=40&md5=242aecc323ec8f76b7723fad0df84716",Article,"Final","",Scopus,2-s2.0-85168805585
"Michael, J., Schwammberger, M., Wortmann, A.","55341586200;57192061693;56581745100;","Explaining Cyberphysical System Behavior With Digital Twins",2024,"IEEE Software","41","1",,"55","63",0,17,"10.1109/MS.2023.3319580","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173112916&doi=10.1109%2fMS.2023.3319580&partnerID=40&md5=e8352f4f68c2abbe65da732c228fbd27",Article,"Final","",Scopus,2-s2.0-85173112916
"van Dijck, G., Aguilera, C., Chakravarthy, S.M.","39162293200;59408270100;58886821000;","Deciphering disagreement in the annotation of EU legislation",2024,"Artificial Intelligence and Law",,,,"","",0,2,"10.1007/s10506-024-09423-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208931092&doi=10.1007%2fs10506-024-09423-9&partnerID=40&md5=0a37bfbc61b93a39cf9b54a9a233288b",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85208931092
"Zhang, Z., Chen, C., Liu, B., Liao, C., Gong, Z., Yu, H., Li, J., Wang, R.","58315400800;58106092700;57204643589;57747061300;58664372100;55267096200;55924903000;57307350400;","Unifying the Perspectives of NLP and Software Engineering: A Survey on Language Models for Code",2024,"Transactions on Machine Learning Research","2024",,,"1","125",0,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000655240&partnerID=40&md5=74ff896f4ed0d5eb3c7533ab951c0f57",Article,"Final","",Scopus,2-s2.0-105000655240
"Daubaris, P., Linkola, S., Ingles-Romero, J.F., Berrocal, J., Vicente-Chicote, C., Murillo, J.M., Mikkonen, T., Makitalo, N.","57223137404;55586522400;50061296500;32667521200;23062090700;8687210000;57220096141;54420686000;","Explainability With Observation Sharing in Long Collaboration Chains of Automated Systems of Systems",2024,"IEEE Software","41","1",,"74","86",0,2,"10.1109/MS.2023.3320742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174827017&doi=10.1109%2fMS.2023.3320742&partnerID=40&md5=a79534c241461718f89078a9c2671e7c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85174827017
"Yu, X., Liu, L., Hu, X., Keung, J.W., Liu, J., Xia, X.","58258194200;58605103800;57191413796;6603066702;55978402400;54586248800;","Fight Fire With Fire: How Much Can We Trust ChatGPT on Source Code-Related Tasks?",2024,"IEEE Transactions on Software Engineering","50","12",,"3435","3453",0,2,"10.1109/TSE.2024.3492204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208721822&doi=10.1109%2fTSE.2024.3492204&partnerID=40&md5=90092587abf8a3141acfd7131e8ebf25",Article,"Final","",Scopus,2-s2.0-85208721822
"Chen, Z.Z., Ma, J., Zhang, X., Hao, N., Yan, A., Nourbakhsh, A., Yang, X., McAuley, J., Petzold, L., Wang, W.Y.","59144636600;57217247075;57222956421;58817305500;57211944439;57119386700;57467893700;14822353500;7005581592;57233559700;","A Survey on Large Language Models for Critical Societal Domains: Finance, Healthcare, and Law",2024,"Transactions on Machine Learning Research","2024",,,"","",0,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000342897&partnerID=40&md5=11ef2cf295e89394f366bf3f9a089446",Article,"Final","",Scopus,2-s2.0-86000342897
"Sumers, T.R., Yao, S., Narasimhan, K., Griffiths, T.L.","57221152458;57221157014;56577616300;57222226477;","Cognitive Architectures for Language Agents",2024,"Transactions on Machine Learning Research","2024",,,"","",0,38,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000353994&partnerID=40&md5=dc9588fa9953fb6dc55f94779834c5fe",Article,"Final","",Scopus,2-s2.0-86000353994
"Rajpal, M., Tran, L.G., Zhang, Y., Low, B.K.H.","57202059946;58546828600;57192664810;59401605200;","Dependency Structure Search Bayesian Optimization for Decision Making Models",2024,"Transactions on Machine Learning Research","2024",,,"","",0,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219567391&partnerID=40&md5=642590ad41d85e36f286595f2717ec0f",Article,"Final","",Scopus,2-s2.0-85219567391
"Lu, Q., Zhu, L., Xu, X., Xing, Z., Whittle, J.","56431802100;7404202229;55706225900;8347413500;23006933800;","Toward Responsible AI in the Era of Generative AI: A Reference Architecture for Designing Foundation Model-Based Systems",2024,"IEEE Software","41","6",,"91","100",0,9,"10.1109/MS.2024.3406333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196122788&doi=10.1109%2fMS.2024.3406333&partnerID=40&md5=0ef767eb1434c504ad3f8601657a4691",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85196122788
"Kieslich, K., Lünich, M., Došenović, P.","57214996088;56441728600;57210336143;","Ever Heard of Ethical AI? Investigating the Salience of Ethical AI Issues among the German Population",2024,"International Journal of Human Computer Interaction","40","11",,"2986","2999",0,13,"10.1080/10447318.2023.2178612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148653741&doi=10.1080%2f10447318.2023.2178612&partnerID=40&md5=ad9f9367775dcc95fceb8aa1a4b99f3e",Article,"Final","",Scopus,2-s2.0-85148653741
"Flathmann, C., Schelble, B.G., McNeese, N.J., Knijnenburg, B., Gramopadhye, A.K., Chalil Madathil, K.","57220026700;57219534548;35111584900;35225065100;7005569103;37075253800;","The Purposeful Presentation of AI Teammates: Impacts on Human Acceptance and Perception",2024,"International Journal of Human Computer Interaction","40","20",,"6510","6527",0,10,"10.1080/10447318.2023.2254984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170656829&doi=10.1080%2f10447318.2023.2254984&partnerID=40&md5=95addf040bec3e04e49827bb3700b161",Article,"Final","",Scopus,2-s2.0-85170656829
"Sepich, N., Talyat, M., Didic, E., Dorneich, M.C., Gilbert, S.B.","57220030493;58635488100;58635252500;6701777807;14041448900;","Video Game Interface Design Patterns to Facilitate Human-Agent Teaming",2024,"International Journal of Human Computer Interaction","40","22",,"7270","7285",0,2,"10.1080/10447318.2023.2262824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173502446&doi=10.1080%2f10447318.2023.2262824&partnerID=40&md5=3b33c2c15c7fa9b776c4855a09e7b97f",Article,"Final","",Scopus,2-s2.0-85173502446
"Narayanan, D., Nagpal, M., McGuire, J., Schweitzer, S., De Cremer, D.","57554634800;57868575400;57209293232;56288127500;7006810104;","Fairness Perceptions of Artificial Intelligence: A Review and Path Forward",2024,"International Journal of Human Computer Interaction","40","1",,"4","23",0,46,"10.1080/10447318.2023.2210890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160794297&doi=10.1080%2f10447318.2023.2210890&partnerID=40&md5=f33e55e76d5eb3344240c392c8e79251",Article,"Final","",Scopus,2-s2.0-85160794297
"Yang, G., Zhou, Y., Chen, X., Zhang, X., Zhuo, T.Y., Chen, T.","57225046006;57071818500;57189091783;59742205200;57566121000;55578213700;","Chain-of-Thought in Neural Code Generation: From and for Lightweight Language Models",2024,"IEEE Transactions on Software Engineering","50","9",,"2437","2457",0,26,"10.1109/TSE.2024.3440503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201262573&doi=10.1109%2fTSE.2024.3440503&partnerID=40&md5=6c74421af85c316d4f5891588e369a02",Article,"Final","",Scopus,2-s2.0-85201262573
"Pretty, E.J., Fayek, H.M., Zambetta, F.","57729114800;55347028400;6507963260;","A Case for Personalized Non-Player Character Companion Design",2024,"International Journal of Human Computer Interaction","40","12",,"3051","3070",0,13,"10.1080/10447318.2023.2181125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150437889&doi=10.1080%2f10447318.2023.2181125&partnerID=40&md5=7628d8e7afe509c917757197ff4d5c76",Article,"Final","",Scopus,2-s2.0-85150437889
